#1
double inputsMeasured(34562, 7)
#time_in_s	nSpeedFanEva_1_0	TEva_degC	THCRet_K	nSpeedPumpCon_1_0	nSpeedPumpHC_1_0	nSpeedHP_0_1
1390.0	1.0	12.72144707368421	24.533157894736842	1.0	0.0	0.0
1400.0	1.0	12.720130915789474	24.512105263157896	1.0	0.0	0.0
1410.0	1.0	12.67078094375	24.504375	1.0	0.0	0.0
1420.0	1.0	12.619642857142857	24.5	1.0	0.0	0.0
1430.0	1.0	12.576785714285714	24.5	1.0	0.0	0.0
1440.0	1.0	12.540356928571429	24.5	1.0	0.0	0.0
1450.0	1.0	12.504642404761904	24.5	1.0	0.0	0.0
1460.0	1.0	12.505277233333334	24.482222222222223	1.0	0.0	0.0
1470.0	1.0	12.5149994	24.46	1.0	0.0	0.0
1480.0	1.0	12.5149994	24.447499125	1.0	0.0	0.0
1490.0	1.0	12.501249325	24.4399986	1.0	0.0	0.0
1500.0	1.0	12.4668741375	24.4399986	1.0	0.0	0.0
1510.0	1.0	12.48099946	24.42799916	1.0	0.0	0.0
1520.0	1.0	12.507249909999999	24.41299986	1.0	0.0	0.0
1530.0	1.0	12.521388577777778	24.41	1.0	0.0	0.0
1540.0	1.0	12.5324993	24.41	1.0	0.0	0.0
1550.0	1.0	12.580576223076923	24.394615384615385	1.0	0.0	0.0
1560.0	1.0	12.617104821052632	24.39	1.0	0.0	0.0
1570.0	1.0	12.648684136842105	24.39	1.0	0.0	0.0
1580.0	1.0	12.677105263157895	24.381578484210525	1.0	0.0	0.0
1590.0	1.0	12.704736842105262	24.371051589473684	1.0	0.0	0.0
1600.0	1.0	12.72578125	24.35312451875	1.0	0.0	0.0
1610.0	1.0	12.729285714285714	24.34	1.0	0.0	0.0
1620.0	1.0	12.693571428571428	24.34	1.0	0.0	0.0
1630.0	1.0	12.605921052631578	24.335263157894737	1.0	0.0	0.0
1640.0	1.0	12.5125	24.33	1.0	0.0	0.0
1650.0	1.0	12.509722222222223	24.33	1.0	0.0	0.0
1660.0	1.0	12.50375	24.326249999999998	1.0	0.0	0.0
1670.0	1.0	12.485	24.3075	1.0	0.0	0.0
1680.0	1.0	12.4774996	24.2959996	1.0	0.0	0.0
1690.0	1.0	12.47762405	24.28899898	1.0	0.0	0.0
1700.0	1.0	12.47887455	24.27899878	1.0	0.0	0.0
1710.0	1.0	12.482083333333334	24.269443122222224	1.0	0.0	0.0
1720.0	1.0	12.502916666666668	24.263888344444446	1.0	0.0	0.0
1730.0	1.0	12.529	24.26	1.0	0.0	0.0
1740.0	1.0	12.567333333333332	24.26	1.0	0.0	0.0
1750.0	1.0	12.614999999999998	24.25	1.0	0.0	0.0
1760.0	1.0	12.663809476190476	24.239047619047618	1.0	0.0	0.0
1770.0	1.0	12.707856857142858	24.234285714285715	1.0	0.0	0.0
1780.0	1.0	12.752058352941177	24.228823529411766	1.0	0.0	0.0
1790.0	1.0	12.797646882352941	24.217058823529413	1.0	0.0	0.0
1800.0	1.0	12.837142685714285	24.204285314285716	1.0	0.0	0.0
1810.0	1.0	12.8674994	24.1899986	1.0	0.0	0.0
1820.0	1.0	12.866110844444444	24.18444382222222	1.0	0.0	0.0
1830.0	1.0	12.853157894736842	24.18	1.0	0.0	0.0
1840.0	1.0	12.793947368421053	24.18	1.0	0.0	0.0
1850.0	1.0	12.740588147058823	24.176470588235293	1.0	0.0	0.0
1860.0	1.0	12.700881970588235	24.16470588235294	1.0	0.0	0.0
1870.0	1.0	12.694999339999999	24.16	1.0	0.0	0.0
1880.0	1.0	12.707999144999999	24.1585	1.0	0.0	0.0
1890.0	1.0	12.687999594999999	24.1435	1.0	0.0	0.0
1900.0	1.0	12.667624975	24.130499999999998	1.0	0.0	0.0
1910.0	1.0	12.643874725	24.1355	1.0	0.0	0.0
1920.0	1.0	12.6224995	24.13857135	1.0	0.0	0.0
1930.0	1.0	12.6224995	24.12428485	1.0	0.0	0.0
1940.0	1.0	12.644860572222223	24.11610993333333	1.0	0.0	0.0
1950.0	1.0	12.676804961111111	24.110554266666664	1.0	0.0	0.0
1960.0	1.0	12.6901244	24.091999285	1.0	0.0	0.0
1970.0	1.0	12.7013744	24.071999935	1.0	0.0	0.0
1980.0	1.0	12.718571214285713	24.07	1.0	0.0	0.0
1990.0	1.0	12.7275	24.066875	1.0	0.0	0.0
2000.0	1.0	12.7275	24.060624999999998	1.0	0.0	0.0
2010.0	1.0	12.736764705882353	24.06	1.0	0.0	0.0
2020.0	1.0	12.75	24.05699988	1.0	0.0	0.0
2030.0	1.0	12.775	24.04199928	1.0	0.0	0.0
2040.0	1.0	12.79735294117647	24.0299988	1.0	0.0	0.0
2050.0	1.0	12.809117647058823	24.0299988	1.0	0.0	0.0
2060.0	1.0	12.798333133333333	24.026665400000002	1.0	0.0	0.0
2070.0	1.0	12.7649994	24.0199986	1.0	0.0	0.0
2080.0	1.0	12.69999935	24.0149993	1.0	0.0	0.0
2090.0	1.0	12.6349993	24.01	1.0	0.0	0.0
2100.0	1.0	12.54026282631579	24.004736842105263	1.0	0.0	0.0
2110.0	1.0	12.452999946666667	24.0	1.0	0.0	0.0
2120.0	1.0	12.432999413333334	24.0	1.0	0.0	0.0
2130.0	1.0	12.430832533333334	23.986666666666668	1.0	0.0	0.0
2140.0	1.0	12.440554755555556	23.964444444444446	1.0	0.0	0.0
2150.0	1.0	12.44849932	23.964	1.0	0.0	0.0
2160.0	1.0	12.455999469999998	23.968999999999998	1.0	0.0	0.0
2170.0	1.0	12.475277277777778	23.956666044444443	1.0	0.0	0.0
2180.0	1.0	12.4974995	23.9399986	1.0	0.0	0.0
2190.0	1.0	12.522499357142857	23.947141671428568	1.0	0.0	0.0
2200.0	1.0	12.54674951	23.94099923	1.0	0.0	0.0
2210.0	1.0	12.57049986	23.92599978	1.0	0.0	0.0
2220.0	1.0	12.598333333333333	23.916666666666668	1.0	0.0	0.0
2230.0	1.0	12.62888888888889	23.91111111111111	1.0	0.0	0.0
2240.0	1.0	12.64125	23.905	1.0	0.0	0.0
2250.0	1.0	12.6484375	23.89875	1.0	0.0	0.0
2260.0	1.0	12.653125	23.8925	1.0	0.0	0.0
2270.0	1.0	12.65574979	23.88399967	1.0	0.0	0.0
2280.0	1.0	12.65699944	23.87399912	1.0	0.0	0.0
2290.0	1.0	12.654999533333333	23.8666655	1.0	0.0	0.0
2300.0	1.0	12.650833255555556	23.86110983333333	1.0	0.0	0.0
2310.0	1.0	12.6624996	23.85499935	1.0	0.0	0.0
2320.0	1.0	12.6721868	23.85	1.0	0.0	0.0
2330.0	1.0	12.6581248	23.85	1.0	0.0	0.0
2340.0	1.0	12.64275	23.847	1.0	0.0	0.0
2350.0	1.0	12.6265	23.842	1.0	0.0	0.0
2360.0	1.0	12.609411764705882	23.84	1.0	0.0	0.0
2370.0	1.0	12.591764705882353	23.84	1.0	0.0	0.0
2380.0	1.0	12.572321428571428	23.820714285714285	1.0	0.0	0.0
2390.0	1.0	12.564473684210526	23.80736842105263	1.0	0.0	0.0
2400.0	1.0	12.56842105263158	23.802105263157895	1.0	0.0	0.0
2410.0	1.0	12.57	23.8	1.0	0.0	0.0
2420.0	1.0	12.57	23.8	1.0	0.0	0.0
2430.0	1.0	12.61	23.795293647058823	1.0	0.0	0.0
2440.0	1.0	12.657666666666666	23.78933232	1.0	0.0	0.0
2450.0	1.0	12.684333333333333	23.782665520000002	1.0	0.0	0.0
2460.0	1.0	12.708571428571428	23.771427714285714	1.0	0.0	0.0
2470.0	1.0	12.731190476190475	23.75714257142857	1.0	0.0	0.0
2480.0	1.0	12.741842105263158	23.75	1.0	0.0	0.0
2490.0	1.0	12.740526315789474	23.75	1.0	0.0	0.0
2500.0	1.0	12.743214071428572	23.745714285714286	1.0	0.0	0.0
2510.0	1.0	12.751943933333333	23.74111111111111	1.0	0.0	0.0
2520.0	1.0	12.7741661	23.746666666666666	1.0	0.0	0.0
2530.0	1.0	12.79449952	23.746	1.0	0.0	0.0
2540.0	1.0	12.81199982	23.736	1.0	0.0	0.0
2550.0	1.0	12.816499786666666	23.724666666666668	1.0	0.0	0.0
2560.0	1.0	12.801499253333333	23.711333333333336	1.0	0.0	0.0
2570.0	1.0	12.76849938	23.71	1.0	0.0	0.0
2580.0	1.0	12.727499476470587	23.71	1.0	0.0	0.0
2590.0	1.0	12.67749941764706	23.71	1.0	0.0	0.0
2600.0	1.0	12.657894357894737	23.702631063157895	1.0	0.0	0.0
2610.0	1.0	12.65131572631579	23.692104010526315	1.0	0.0	0.0
2620.0	1.0	12.612352941176471	23.6899986	1.0	0.0	0.0
2630.0	1.0	12.5678125	23.689373687499998	1.0	0.0	0.0
2640.0	1.0	12.5459375	23.683124562499998	1.0	0.0	0.0
2650.0	1.0	12.539375	23.677500000000002	1.0	0.0	0.0
2660.0	1.0	12.548125	23.6725	1.0	0.0	0.0
2670.0	1.0	12.547894736842105	23.662105263157898	1.0	0.0	0.0
2680.0	1.0	12.538684210526316	23.646315789473686	1.0	0.0	0.0
2690.0	1.0	12.54625	23.64375	1.0	0.0	0.0
2700.0	1.0	12.565	23.65	1.0	0.0	0.0
2710.0	1.0	12.59	23.63888888888889	1.0	0.0	0.0
2720.0	1.0	12.610999999999999	23.63	1.0	0.0	0.0
2730.0	1.0	12.616	23.63	1.0	0.0	0.0
2740.0	1.0	12.62361111111111	23.626666666666665	1.0	0.0	0.0
2750.0	1.0	12.641666666666666	23.61	1.0	0.0	0.0
2760.0	1.0	12.655576738461539	23.60923076923077	1.0	0.0	0.0
2770.0	1.0	12.665693838888888	23.628333333333334	1.0	0.0	0.0
2780.0	1.0	12.697638227777777	23.611666666666668	1.0	0.0	0.0
2790.0	1.0	12.702630989473684	23.59842105263158	1.0	0.0	0.0
2800.0	1.0	12.644736621052632	23.59315789473684	1.0	0.0	0.0
2810.0	1.0	12.559999999999999	23.5875	1.0	0.0	0.0
2820.0	1.0	12.435	23.581249999999997	1.0	0.0	0.0
2830.0	1.0	12.433076923076923	23.58	1.0	0.0	0.0
2840.0	1.0	12.467236842105264	23.57736842105263	1.0	0.0	0.0
2850.0	1.0	12.506710526315791	23.572105263157894	1.0	0.0	0.0
2860.0	1.0	12.510657894736843	23.563684210526315	1.0	0.0	0.0
2870.0	1.0	12.49092105263158	23.55315789473684	1.0	0.0	0.0
2880.0	1.0	12.463999999999999	23.55	1.0	0.0	0.0
2890.0	1.0	12.44	23.548461384615386	1.0	0.0	0.0
2900.0	1.0	12.44	23.540768307692307	1.0	0.0	0.0
2910.0	1.0	12.435263157894736	23.535262063157894	1.0	0.0	0.0
2920.0	1.0	12.43	23.5299988	1.0	0.0	0.0
2930.0	1.0	12.4412497	23.534998899999998	1.0	0.0	0.0
2940.0	1.0	12.4524994	23.539998999999998	1.0	0.0	0.0
2950.0	1.0	12.479285542857143	23.525713	1.0	0.0	0.0
2960.0	1.0	12.499230769230769	23.5199986	1.0	0.0	0.0
2970.0	1.0	12.512625	23.5199986	1.0	0.0	0.0
2980.0	1.0	12.521374999999999	23.5199986	1.0	0.0	0.0
2990.0	1.0	12.530416666666667	23.518332166666667	1.0	0.0	0.0
3000.0	1.0	12.540138888888889	23.51277738888889	1.0	0.0	0.0
3010.0	1.0	12.543529411764705	23.501176470588238	1.0	0.0	0.0
3020.0	1.0	12.540588235294116	23.483529411764707	1.0	0.0	0.0
3030.0	1.0	12.5025	23.485	1.0	0.0	0.0
3040.0	1.0	12.454	23.488999999999997	1.0	0.0	0.0
3050.0	1.0	12.399000000000001	23.483999999999998	1.0	0.0	0.0
3060.0	1.0	12.358888822222223	23.47888888888889	1.0	0.0	0.0
3070.0	1.0	12.378332933333335	23.473333333333333	1.0	0.0	0.0
3080.0	1.0	12.393999560000001	23.467333333333332	1.0	0.0	0.0
3090.0	1.0	12.40399996	23.46066666666667	1.0	0.0	0.0
3100.0	1.0	12.403815789473684	23.464736842105264	1.0	0.0	0.0
3110.0	1.0	12.4025	23.47	1.0	0.0	0.0
3120.0	1.0	12.434999999999999	23.465	1.0	0.0	0.0
3130.0	1.0	12.4675	23.46	1.0	0.0	0.0
3140.0	1.0	12.471911411764706	23.448234470588236	1.0	0.0	0.0
3150.0	1.0	12.480624425	23.43749895	1.0	0.0	0.0
3160.0	1.0	12.501183694736842	23.43	1.0	0.0	0.0
3170.0	1.0	12.538025642105262	23.43	1.0	0.0	0.0
3180.0	1.0	12.565920336842106	23.428947368421053	1.0	0.0	0.0
3190.0	1.0	12.558026021052632	23.423684210526318	1.0	0.0	0.0
3200.0	1.0	12.5375	23.42	1.0	0.0	0.0
3210.0	1.0	12.4875	23.42	1.0	0.0	0.0
3220.0	1.0	12.38499973076923	23.42	1.0	0.0	0.0
3230.0	1.0	12.3104996	23.418000000000003	1.0	0.0	0.0
3240.0	1.0	12.31174985	23.413	1.0	0.0	0.0
3250.0	1.0	12.3225	23.407894736842106	1.0	0.0	0.0
3260.0	1.0	12.3475	23.402631578947368	1.0	0.0	0.0
3270.0	1.0	12.36781228125	23.4	1.0	0.0	0.0
3280.0	1.0	12.383436843750001	23.4	1.0	0.0	0.0
3290.0	1.0	12.39906219375	23.388749999999998	1.0	0.0	0.0
3300.0	1.0	12.411125	23.376999805	1.0	0.0	0.0
3310.0	1.0	12.414875	23.366999155	1.0	0.0	0.0
3320.0	1.0	12.415416666666667	23.36333225	1.0	0.0	0.0
3330.0	1.0	12.408472222222223	23.374444083333334	1.0	0.0	0.0
3340.0	1.0	12.42196407142857	23.372856678571427	1.0	0.0	0.0
3350.0	1.0	12.453683642105263	23.3599987	1.0	0.0	0.0
3360.0	1.0	12.465526063157895	23.3599987	1.0	0.0	0.0
3370.0	1.0	12.47899994	23.3599987	1.0	0.0	0.0
3380.0	1.0	12.498999640000001	23.3599987	1.0	0.0	0.0
3390.0	1.0	12.51764645882353	23.35882238235294	1.0	0.0	0.0
3400.0	1.0	12.530881752941177	23.352940794117647	1.0	0.0	0.0
3410.0	1.0	12.535576284615384	23.33846153846154	1.0	0.0	0.0
3420.0	1.0	12.526666044444443	23.32111111111111	1.0	0.0	0.0
3430.0	1.0	12.497499766666667	23.326666666666664	1.0	0.0	0.0
3440.0	1.0	12.490526315789474	23.327894736842104	1.0	0.0	0.0
3450.0	1.0	12.516842105263157	23.32263157894737	1.0	0.0	0.0
3460.0	1.0	12.522499999999999	23.323333333333334	1.0	0.0	0.0
3470.0	1.0	12.5075	23.33	1.0	0.0	0.0
3480.0	1.0	12.4825	23.315714285714286	1.0	0.0	0.0
3490.0	1.0	12.471	23.31	1.0	0.0	0.0
3500.0	1.0	12.468499999999999	23.31	1.0	0.0	0.0
3510.0	1.0	12.478552631578946	23.306842105263158	1.0	0.0	0.0
3520.0	1.0	12.496973684210525	23.301578947368423	1.0	0.0	0.0
3530.0	1.0	12.492205882352941	23.291764211764708	1.0	0.0	0.0
3540.0	1.0	12.4775	23.2799988	1.0	0.0	0.0
3550.0	1.0	12.489166666666666	23.2799988	1.0	0.0	0.0
3560.0	1.0	12.49999985	23.2799988	1.0	0.0	0.0
3570.0	1.0	12.50999955	23.2799988	1.0	0.0	0.0
3580.0	1.0	12.48513826111111	23.274443577777777	1.0	0.0	0.0
3590.0	1.0	12.425415983333334	23.263333133333333	1.0	0.0	0.0
3600.0	1.0	12.35937460625	23.26	1.0	0.0	0.0
3610.0	1.0	12.300357142857143	23.26	1.0	0.0	0.0
3620.0	1.0	12.328928571428571	23.26	1.0	0.0	0.0
3630.0	1.0	12.352375	23.26	1.0	0.0	0.0
3640.0	1.0	12.373625	23.26	1.0	0.0	0.0
3650.0	1.0	12.390131321052632	23.25263157894737	1.0	0.0	0.0
3660.0	1.0	12.404604636842105	23.242105263157892	1.0	0.0	0.0
3670.0	1.0	12.396071128571428	23.24	1.0	0.0	0.0
3680.0	1.0	12.393970588235293	23.24235294117647	1.0	0.0	0.0
3690.0	1.0	12.41014705882353	23.248235294117645	1.0	0.0	0.0
3700.0	1.0	12.421124615	23.236	1.0	0.0	0.0
3710.0	1.0	12.429874065	23.216	1.0	0.0	0.0
3720.0	1.0	12.45097155	23.21	1.0	0.0	0.0
3730.0	1.0	12.47736105	23.21	1.0	0.0	0.0
3740.0	1.0	12.46734346875	23.21	1.0	0.0	0.0
3750.0	1.0	12.455624575	23.20699979	1.0	0.0	0.0
3760.0	1.0	12.449374825	23.19699909	1.0	0.0	0.0
3770.0	1.0	12.442236842105263	23.1899986	1.0	0.0	0.0
3780.0	1.0	12.433026315789474	23.1899986	1.0	0.0	0.0
3790.0	1.0	12.416874825	23.1899986	1.0	0.0	0.0
3800.0	1.0	12.390311887500001	23.1899986	1.0	0.0	0.0
3810.0	1.0	12.364999673333333	23.1899986	1.0	0.0	0.0
3820.0	1.0	12.344125	23.1899986	1.0	0.0	0.0
3830.0	1.0	12.332875	23.1899986	1.0	0.0	0.0
3840.0	1.0	12.327763157894736	23.18684092631579	1.0	0.0	0.0
3850.0	1.0	12.336973684210525	23.176315347368423	1.0	0.0	0.0
3860.0	1.0	12.32392857142857	23.16714285714286	1.0	0.0	0.0
3870.0	1.0	12.2775	23.16	1.0	0.0	0.0
3880.0	1.0	12.284642857142856	23.16	1.0	0.0	0.0
3890.0	1.0	12.28375	23.154	1.0	0.0	0.0
3900.0	1.0	12.2775	23.144000000000002	1.0	0.0	0.0
3910.0	1.0	12.271052631578947	23.14	1.0	0.0	0.0
3920.0	1.0	12.264473684210525	23.14	1.0	0.0	0.0
3930.0	1.0	12.266538192307692	23.14	1.0	0.0	0.0
3940.0	1.0	12.292856614285714	23.1342854	1.0	0.0	0.0
3950.0	1.0	12.3499994	23.1199989	1.0	0.0	0.0
3960.0	1.0	12.3824992	23.1199989	1.0	0.0	0.0
3970.0	1.0	12.414999	23.1199989	1.0	0.0	0.0
3980.0	1.0	12.383749625	23.1324995875	1.0	0.0	0.0
3990.0	1.0	12.351666666666667	23.129333333333335	1.0	0.0	0.0
4000.0	1.0	12.318333333333333	23.102666666666668	1.0	0.0	0.0
4010.0	1.0	12.2899997	23.1	1.0	0.0	0.0
4020.0	1.0	12.263689866666667	23.1	1.0	0.0	0.0
4030.0	1.0	12.250594533333334	23.1	1.0	0.0	0.0
4040.0	1.0	12.2374992	23.1	1.0	0.0	0.0
